date,day_name,airport,direction,time,flight,airline,duration,time_range,distance,aircraft,seats,codeshare,meals,uid,airline_source,page_date_verified,scraped_at
15/3/2026,Sunday,BKK,arrival,16:10,FD4123,Thai AirAsia,Duration: 1h 30m,14:40 - 16:10,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_FD4123_14401610,text,True,2026-02-14T16:12:39.020154
15/3/2026,Sunday,BKK,arrival,16:10,QF295,Qantas,Duration: 9h 50m,10:20 - 16:10,"4695 miles, 7554 km",Airbus A330-300,279,KL 4893 /LY 8798 /AY 5024 /EK 5053 /PG 4528 /BA 7476,Meal (none specific),260315_QF295_10201610,text,True,2026-02-14T16:12:39.285026
15/3/2026,Sunday,BKK,arrival,16:10,VZ205,Vietjet Thailand,Duration: 1h 10m,15:00 - 16:10,"291 miles, 468 km",Airbus A320,180,,Meal (none specific),260315_VZ205_15001610,text,True,2026-02-14T16:12:39.538726
15/3/2026,Sunday,BKK,arrival,16:15,TG264,Thai Airways,Duration: 1h 35m,14:40 - 16:15,"469 miles, 755 km",Airbus A320,156,GF 6364 /MH 5840 /TK 8478,Meal (none specific),260315_TG264_14401615,text,True,2026-02-14T16:12:39.777968
15/3/2026,Sunday,BKK,arrival,16:20,NH847,ANA,Duration: 7h 15m,11:05 - 16:20,"2867 miles, 4613 km",Boeing 787-10,390,TG 6112 /ET 1402,Meal (none specific),260315_NH847_11051620,text,True,2026-02-14T16:12:40.033894
15/3/2026,Sunday,BKK,arrival,16:20,SK977,SAS,Duration: 11h 0m,23:20 - 16:20,"5396 miles, 8682 km",Airbus A350-900,300,,Meal (none specific),260315_SK977_23201620,text,True,2026-02-14T16:12:40.288560
15/3/2026,Sunday,BKK,arrival,16:20,VZ851,Vietjet Thailand,Duration: 6h 10m,12:10 - 16:20,"2291 miles, 3686 km",Airbus A321,195,,Meal (none specific),260315_VZ851_12101620,text,True,2026-02-14T16:12:40.549747
15/3/2026,Sunday,BKK,arrival,16:20,VZ335,Vietjet Thailand,Duration: 1h 20m,15:00 - 16:20,"361 miles, 581 km",Airbus A320,180,,Meal (none specific),260315_VZ335_15001620,text,True,2026-02-14T16:12:40.808890
15/3/2026,Sunday,BKK,arrival,16:25,GJ8021,Loong Air,Duration: 4h 50m,12:35 - 16:25,"1706 miles, 2745 km",Airbus A320,172,,Meal (none specific),260315_GJ8021_12351625,text,True,2026-02-14T16:12:41.063863
15/3/2026,Sunday,BKK,arrival,16:25,JL31,JAL,Duration: 7h 0m,11:25 - 16:25,"2867 miles, 4613 km",Boeing 777-300ER,244,AA 8433 /PG 4154 /UL 3359 /AS 7335 /HA 5002 /6E 3806,Meal (none specific),260315_JL31_11251625,text,True,2026-02-14T16:12:41.317607
15/3/2026,Sunday,BKK,arrival,16:25,VZ969,Vietjet Thailand,Duration: 2h 5m,14:20 - 16:25,"586 miles, 943 km",Boeing 737 Passenger,193,,Meal (none specific),260315_VZ969_14201625,text,True,2026-02-14T16:12:41.573751
15/3/2026,Sunday,BKK,arrival,16:30,JX745,Starlux,Duration: 4h 5m,13:25 - 16:30,"1554 miles, 2500 km",Airbus A321neo,188,,Meal (none specific),260315_JX745_13251630,text,True,2026-02-14T16:12:41.827766
15/3/2026,Sunday,BKK,arrival,16:30,TG324,Thai Airways,Duration: 4h 0m,11:00 - 16:30,"1842 miles, 2964 km",Airbus A321neo,176,NH 5946,Meal (none specific),260315_TG324_11001630,text,True,2026-02-14T16:12:42.073329
15/3/2026,Sunday,BKK,arrival,16:35,MF833,XiamenAir,Duration: 3h 35m,14:00 - 16:35,"1365 miles, 2196 km",Airbus A321neo,208,PG 4266,Meal (none specific),260315_MF833_14001635,text,True,2026-02-14T16:12:42.322836
15/3/2026,Sunday,BKK,arrival,16:35,PG274,Bangkok Airways,Duration: 1h 35m,15:00 - 16:35,"420 miles, 676 km",Airbus A320,162,AY 6864 /BA 2177 /BR 3986 /CI 9718 /CX 6516 /EK 4521 /EY 7621 /GF 4479 /HX 3828 /JL 5988 /KC 1274 /LH 4627 /MH 4934 /OS 8682 /PR 3723 /QF 3487 /QR 4378,Meal (none specific),260315_PG274_15001635,text,True,2026-02-14T16:12:42.574853
15/3/2026,Sunday,BKK,arrival,16:35,TG434,Thai Airways,Duration: 3h 30m,13:05 - 16:35,"1434 miles, 2307 km",Airbus A330-300,281,GF 6354 /LH 9713,Meal (none specific),260315_TG434_13051635,text,True,2026-02-14T16:12:42.820107
15/3/2026,Sunday,BKK,arrival,16:35,TG613,Thai Airways,Duration: 2h 15m,15:20 - 16:35,"806 miles, 1297 km",Boeing 777-200 / 200ER,292,ZH 3656,Meal (none specific),260315_TG613_15201635,text,True,2026-02-14T16:12:43.073848
15/3/2026,Sunday,BKK,arrival,16:35,VZ105,Vietjet Thailand,Duration: 1h 20m,15:15 - 16:35,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_VZ105_15151635,text,True,2026-02-14T16:12:43.325843
15/3/2026,Sunday,BKK,arrival,16:40,CA471,Air China,Duration: 3h 20m,14:20 - 16:40,"1178 miles, 1895 km",Airbus A321,180,,Meal (none specific),260315_CA471_14201640,text,True,2026-02-14T16:12:43.576917
15/3/2026,Sunday,BKK,arrival,16:40,TG45,Thai Airways,Duration: 1h 0m,15:40 - 16:40,"236 miles, 380 km",Airbus A320,156,GF 6345 /MH 5956 /TK 9264,Meal (none specific),260315_TG45_15401640,text,True,2026-02-14T16:12:43.818006
15/3/2026,Sunday,BKK,arrival,16:45,CI835,China Airlines,Duration: 3h 55m,13:50 - 16:45,"1554 miles, 2500 km",Airbus A330-300,309,PG 4902,Meal (none specific),260315_CI835_13501645,text,True,2026-02-14T16:12:44.066618
15/3/2026,Sunday,BKK,arrival,16:45,TG111,Thai Airways,Duration: 1h 20m,15:25 - 16:45,"373 miles, 600 km",Airbus A320,156,BR 3435 /GF 6381 /MH 5624,Meal (none specific),260315_TG111_15251645,text,True,2026-02-14T16:12:44.312031
15/3/2026,Sunday,BKK,arrival,16:45,VZ133,Vietjet Thailand,Duration: 1h 25m,15:20 - 16:45,"439 miles, 706 km",Airbus A320,180,,Meal (none specific),260315_VZ133_15201645,text,True,2026-02-14T16:12:44.549752
15/3/2026,Sunday,BKK,arrival,16:50,PG146,Bangkok Airways,Duration: 1h 15m,15:35 - 16:50,"290 miles, 467 km",Airbus A319,133,BR 3906 /CI 9754 /CX 6532 /EK 4433 /EY 7761 /GF 4487 /HX 3868 /KC 1146 /MH 4906 /PR 3757 /QR 4394 /SQ 5410 /TG 5925 /TK 4426 /VN 3932 /WY 5856,Meal (none specific),260315_PG146_15351650,text,True,2026-02-14T16:12:44.793781
15/3/2026,Sunday,BKK,arrival,16:50,TG633,Thai Airways,Duration: 3h 55m,13:55 - 16:50,"1554 miles, 2500 km",Boeing 777-300ER,339,BR 2221 /LY 8404 /TK 8375,Meal (none specific),260315_TG633_13551650,text,True,2026-02-14T16:12:45.042928
15/3/2026,Sunday,BKK,arrival,16:55,AI2332,Air India,Duration: 4h 20m,11:05 - 16:55,"1842 miles, 2964 km",Airbus A320neo,165,,Meal (none specific),260315_AI2332_11051655,text,True,2026-02-14T16:12:45.290894
15/3/2026,Sunday,BKK,arrival,16:55,G9816,Air Arabia,Duration: 6h 15m,07:40 - 16:55,"3055 miles, 4915 km",Airbus A321,176,,Meal (none specific),260315_G9816_07401655,text,True,2026-02-14T16:12:45.583987
15/3/2026,Sunday,BKK,arrival,17:00,SQ712,Singapore Airlines,Duration: 2h 35m,15:25 - 17:00,"884 miles, 1422 km",Boeing 787,337,NZ 3452 /PG 4708 /SK 8017 /VA 5722,Meal (none specific),260315_SQ712_15251700,text,True,2026-02-14T16:12:45.844664
15/3/2026,Sunday,BKK,arrival,17:00,VN627,Vietnam Airlines,Duration: 1h 45m,15:15 - 17:00,"526 miles, 846 km",Airbus A321,184,PG 4288 /SK 8200 /EY 7301,Meal (none specific),260315_VN627_15151700,text,True,2026-02-14T16:12:46.109105
15/3/2026,Sunday,BKK,arrival,17:05,CZ8023,China Southern,Duration: 3h 10m,14:55 - 17:05,"1066 miles, 1715 km",Airbus A320,158,3U 7073,Meal (none specific),260315_CZ8023_14551705,text,True,2026-02-14T16:12:46.373534
15/3/2026,Sunday,BKK,arrival,17:05,TG643,Thai Airways,Duration: 7h 20m,11:45 - 17:05,"2905 miles, 4674 km",Airbus A350-900,327,LY 8282 /NH 5955 /TK 8372,Meal (none specific),260315_TG643_11451705,text,True,2026-02-14T16:12:46.630195
15/3/2026,Sunday,BKK,arrival,17:10,TG669,Thai Airways,Duration: 3h 20m,14:50 - 17:10,"1066 miles, 1715 km",Airbus A350-900,327,PG 4838 /ZH 3652,Meal (none specific),260315_TG669_14501710,text,True,2026-02-14T16:12:46.877033
15/3/2026,Sunday,BKK,arrival,17:10,TG322,Thai Airways,Duration: 2h 30m,13:40 - 17:10,"979 miles, 1575 km",Airbus A330-300,281,PG 4823,Meal (none specific),260315_TG322_13401710,text,True,2026-02-14T16:12:47.125895
15/3/2026,Sunday,BKK,arrival,17:10,VZ107,Vietjet Thailand,Duration: 1h 25m,15:45 - 17:10,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_VZ107_15451710,text,True,2026-02-14T16:12:47.382628
15/3/2026,Sunday,BKK,arrival,17:15,MU5035,China Eastern,Duration: 3h 10m,15:05 - 17:15,"1178 miles, 1895 km",Airbus A320neo,158,,Meal (none specific),260315_MU5035_15051715,text,True,2026-02-14T16:12:47.657903
15/3/2026,Sunday,BKK,arrival,17:15,TG629,Thai Airways,Duration: 2h 45m,15:30 - 17:15,"1055 miles, 1697 km",Airbus A320,156,GF 6329,Meal (none specific),260315_TG629_15301715,text,True,2026-02-14T16:12:47.924563
15/3/2026,Sunday,BKK,arrival,17:15,TG414,Thai Airways,Duration: 2h 20m,15:55 - 17:15,"884 miles, 1422 km",Airbus A321neo,176,PG 4814,Meal (none specific),260315_TG414_15551715,text,True,2026-02-14T16:12:48.172981
15/3/2026,Sunday,BKK,arrival,17:20,3U3935,Sichuan Airlines,Duration: 3h 15m,15:05 - 17:20,"1178 miles, 1895 km",Airbus A320,165,CZ 1520,Meal (none specific),260315_3U3935_15051720,text,True,2026-02-14T16:12:48.423999
15/3/2026,Sunday,BKK,arrival,17:20,SU650,Aeroflot,Duration: 7h 20m,10:00 - 17:20,"3033 miles, 4880 km",Airbus A330-300,307,,Meal (none specific),260315_SU650_10001720,text,True,2026-02-14T16:12:48.686644
15/3/2026,Sunday,BKK,arrival,17:20,TG619,Thai Airways,Duration: 3h 15m,15:05 - 17:20,"1178 miles, 1895 km",Airbus A350-900,327,ZH 3654,Meal (none specific),260315_TG619_15051720,text,True,2026-02-14T16:12:48.936836
15/3/2026,Sunday,BKK,arrival,17:25,TR610,Scoot,Duration: 2h 25m,16:00 - 17:25,"884 miles, 1422 km",Boeing 787-8,331,SQ 8558,Meal (none specific),260315_TR610_16001725,text,True,2026-02-14T16:12:49.185797
15/3/2026,Sunday,BKK,arrival,17:30,FD4401,Thai AirAsia,Duration: 1h 25m,16:05 - 17:30,"406 miles, 653 km",Airbus A320,180,,Meal (none specific),260315_FD4401_16051730,text,True,2026-02-14T16:12:49.433247
15/3/2026,Sunday,BKK,arrival,17:30,VZ2301,Vietjet Thailand,Duration: 1h 30m,16:00 - 17:30,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_VZ2301_16001730,text,True,2026-02-14T16:12:49.682474
15/3/2026,Sunday,BKK,arrival,17:30,VZ571,Vietjet Thailand,Duration: 4h 0m,14:30 - 17:30,"1554 miles, 2500 km",Airbus A320,180,,Meal (none specific),260315_VZ571_14301730,text,True,2026-02-14T16:12:49.962123
15/3/2026,Sunday,BKK,arrival,17:35,CI839,China Airlines,Duration: 3h 50m,14:45 - 17:35,"1432 miles, 2304 km",Boeing 737-800 Passenger,172,AE 5319 /PG 4904,Meal (none specific),260315_CI839_14451735,text,True,2026-02-14T16:12:50.213028
15/3/2026,Sunday,BKK,arrival,17:35,TG212,Thai Airways,Duration: 1h 30m,16:05 - 17:35,"420 miles, 676 km",Airbus A320,156,GF 6312 /MH 5836,Meal (none specific),260315_TG212_16051735,text,True,2026-02-14T16:12:50.467557
15/3/2026,Sunday,BKK,arrival,17:40,MH774,Malaysia Airlines,Duration: 2h 20m,16:20 - 17:40,"762 miles, 1226 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,AY 6622 /FY 7480 /PG 4522 /QR 4483 /RJ 3252 /TG 4716,Meal (none specific),260315_MH774_16201740,text,True,2026-02-14T16:12:50.721783
15/3/2026,Sunday,BKK,arrival,17:40,VJ903,VietJet,Duration: 1h 50m,15:50 - 17:40,"621 miles, 999 km",Airbus A321,214,H1 5163 /A1 2903 /W2 4903,Meal (none specific),260315_VJ903_15501740,text,True,2026-02-14T16:12:50.973116
15/3/2026,Sunday,BKK,arrival,17:45,PG154,Bangkok Airways,Duration: 1h 15m,16:30 - 17:45,"290 miles, 467 km",Airbus A319,133,BR 3904 /CI 9730 /EY 7624 /GF 4489 /HX 3890 /KC 1154 /PR 3779 /QR 4340 /SQ 5394 /TG 5584 /TK 4439 /VN 3778,Meal (none specific),260315_PG154_16301745,text,True,2026-02-14T16:12:51.224564
15/3/2026,Sunday,BKK,arrival,17:45,VZ225,Vietjet Thailand,Duration: 1h 20m,16:25 - 17:45,"298 miles, 479 km",Airbus A320,180,,Meal (none specific),260315_VZ225_16251745,text,True,2026-02-14T16:12:51.473840
15/3/2026,Sunday,BKK,arrival,17:50,9C7485,Spring Airlines,Duration: 2h 30m,16:20 - 17:50,"790 miles, 1271 km",Airbus A320,180,,Meal (none specific),260315_9C7485_16201750,text,True,2026-02-14T16:12:51.719026
15/3/2026,Sunday,BKK,arrival,17:50,FD4153,Thai AirAsia,Duration: 1h 25m,16:25 - 17:50,"439 miles, 706 km",Airbus A320,180,,Meal (none specific),260315_FD4153_16251750,text,True,2026-02-14T16:12:51.968718
15/3/2026,Sunday,BKK,arrival,17:50,FM855,Shanghai Airlines,Duration: 5h 5m,13:45 - 17:50,"1809 miles, 2911 km",Boeing 737 Mixed Configuration,76,MU 8611,Meal (none specific),260315_FM855_13451750,text,True,2026-02-14T16:12:52.221726
15/3/2026,Sunday,BKK,arrival,17:50,PR736,PAL,Duration: 3h 40m,15:10 - 17:50,"1366 miles, 2198 km",Airbus A321,190,PG 4394,Meal (none specific),260315_PR736_15101750,text,True,2026-02-14T16:12:52.468733
15/3/2026,Sunday,BKK,arrival,17:55,CZ363,China Southern,Duration: 3h 10m,15:45 - 17:55,"1066 miles, 1715 km",Airbus A321neo,198,3U 7041,Meal (none specific),260315_CZ363_15451755,text,True,2026-02-14T16:12:52.718942
15/3/2026,Sunday,BKK,arrival,17:55,FD4113,Thai AirAsia,Duration: 1h 35m,16:20 - 17:55,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_FD4113_16201755,text,True,2026-02-14T16:12:53.007091
15/3/2026,Sunday,BKK,arrival,17:55,VN619,Vietnam Airlines,Duration: 2h 5m,15:50 - 17:55,"621 miles, 999 km",Airbus A321,184,LY 8244 /K6 3619 /PG 4286 /KL 3087 /KQ 5303 /SK 8252,Meal (none specific),260315_VN619_15501755,text,True,2026-02-14T16:12:53.250818
15/3/2026,Sunday,BKK,arrival,17:55,VZ343,Vietjet Thailand,Duration: 1h 25m,16:30 - 17:55,"406 miles, 653 km",Airbus A320,180,,Meal (none specific),260315_VZ343_16301755,text,True,2026-02-14T16:12:53.505923
15/3/2026,Sunday,BKK,arrival,18:00,EY406,Etihad,Duration: 6h 15m,08:45 - 18:00,"3103 miles, 4993 km",Boeing 777-300ER,373,GA 9378 /MS 8130 /PG 4015 /UX 2733 /VN 3726,Meal (none specific),260315_EY406_08451800,text,True,2026-02-14T16:12:53.766761
15/3/2026,Sunday,BKK,arrival,18:05,CA959,Air China,Duration: 5h 25m,13:40 - 18:05,"2073 miles, 3335 km",Boeing 777-300ER,333,SC 129,Meal (none specific),260315_CA959_13401805,text,True,2026-02-14T16:12:54.010318
15/3/2026,Sunday,BKK,arrival,18:05,EK370,Emirates,Duration: 6h 10m,08:55 - 18:05,"3064 miles, 4930 km",Boeing 777-300ER,355,QF 8370,Meal (none specific),260315_EK370_08551805,text,True,2026-02-14T16:12:54.275578
15/3/2026,Sunday,BKK,arrival,18:05,HU721,Hainan Airlines,Duration: 2h 30m,16:35 - 18:05,"778 miles, 1252 km",Boeing 737-800 Passenger,179,,Meal (none specific),260315_HU721_16351805,text,True,2026-02-14T16:12:54.522818
15/3/2026,Sunday,BKK,arrival,18:05,IX215,Air India Express,Duration: 4h 0m,12:35 - 18:05,"1425 miles, 2293 km",Boeing 737-800 Passenger,167,,Meal (none specific),260315_IX215_12351805,text,True,2026-02-14T16:12:54.773751
15/3/2026,Sunday,BKK,arrival,18:05,VZ983,Vietjet Thailand,Duration: 1h 20m,16:45 - 18:05,"324 miles, 521 km",Airbus A320,180,,Meal (none specific),260315_VZ983_16451805,text,True,2026-02-14T16:12:55.018991
15/3/2026,Sunday,BKK,arrival,18:15,8M331,MAI,Duration: 1h 20m,16:25 - 18:15,"381 miles, 613 km",Airbus A319,134,UL 3301,Meal (none specific),260315_8M331_16251815,text,True,2026-02-14T16:12:55.273039
15/3/2026,Sunday,BKK,arrival,18:15,CX701,Cathay Pacific,Duration: 3h 10m,16:05 - 18:15,"1055 miles, 1697 km",Boeing 777-300,438,BA 4565 /OM 5639 /PG 4560 /QR 3451,Meal (none specific),260315_CX701_16051815,text,True,2026-02-14T16:12:55.519950
15/3/2026,Sunday,BKK,arrival,18:15,CZ8323,China Southern,Duration: 3h 5m,16:10 - 18:15,"1062 miles, 1709 km",Airbus A321,188,,Meal (none specific),260315_CZ8323_16101815,text,True,2026-02-14T16:12:55.770681
15/3/2026,Sunday,BKK,arrival,18:15,TG328,Thai Airways,Duration: 3h 5m,13:40 - 18:15,"1288 miles, 2072 km",Airbus A320,156,,Meal (none specific),260315_TG328_13401815,text,True,2026-02-14T16:12:56.033082
15/3/2026,Sunday,BKK,arrival,18:15,TG320,Thai Airways,Duration: 3h 30m,13:30 - 18:15,"1393 miles, 2241 km",Airbus A330-300,281,,Meal (none specific),260315_TG320_13301815,text,True,2026-02-14T16:12:56.278747
15/3/2026,Sunday,BKK,arrival,18:15,VZ567,Vietjet Thailand,Duration: 4h 0m,15:15 - 18:15,"1554 miles, 2500 km",Airbus A320,180,,Meal (none specific),260315_VZ567_15151815,text,True,2026-02-14T16:12:56.542868
15/3/2026,Sunday,BKK,arrival,18:20,3U3771,Sichuan Airlines,Duration: 3h 30m,15:50 - 18:20,"1176 miles, 1892 km",Airbus A320,165,,Meal (none specific),260315_3U3771_15501820,text,True,2026-02-14T16:12:56.796004
15/3/2026,Sunday,BKK,arrival,18:20,PG162,Bangkok Airways,Duration: 1h 15m,17:05 - 18:20,"290 miles, 467 km",Airbus A319,133,BA 2181 /BR 3902 /CI 9822 /EY 7626 /KC 1162 /PR 3749 /QR 4353 /SQ 5398 /TG 5586 /TK 4452 /VN 3074 /WY 5849,Meal (none specific),260315_PG162_17051820,text,True,2026-02-14T16:12:57.038589
15/3/2026,Sunday,BKK,arrival,18:25,FM839,Shanghai Airlines,Duration: 4h 45m,14:40 - 18:25,"1809 miles, 2911 km",Boeing 737 Mixed Configuration,76,MU 8609,Meal (none specific),260315_FM839_14401825,text,True,2026-02-14T16:12:57.291212
15/3/2026,Sunday,BKK,arrival,18:25,QR828,Qatar Airways,Duration: 6h 35m,07:50 - 18:25,"3299 miles, 5308 km",Airbus A380-800 Passenger,517,WB 1625 /AA 8229 /AS 5764 /B6 6600 /BA 4493 /IB 6252 /J2 6828,Meal (none specific),260315_QR828_07501825,text,True,2026-02-14T16:12:57.543207
15/3/2026,Sunday,BKK,arrival,18:25,TG113,Thai Airways,Duration: 1h 20m,17:05 - 18:25,"373 miles, 600 km",Airbus A320,156,BR 3439 /LH 9709 /LY 8380,Meal (none specific),260315_TG113_17051825,text,True,2026-02-14T16:12:57.784978
15/3/2026,Sunday,BKK,arrival,18:30,KY8369,Kunming Airlines,Duration: 2h 25m,17:05 - 18:30,"806 miles, 1297 km",Boeing 737-800 Passenger,160,,Meal (none specific),260315_KY8369_17051830,text,True,2026-02-14T16:12:58.035597
15/3/2026,Sunday,BKK,arrival,18:30,VN607,Vietnam Airlines,Duration: 1h 25m,17:05 - 18:30,"447 miles, 719 km",Airbus A321,184,LY 8250 /K6 3607 /PG 4296 /KL 3086 /KQ 5302 /SK 8250,Meal (none specific),260315_VN607_17051830,text,True,2026-02-14T16:12:58.312806
15/3/2026,Sunday,BKK,arrival,18:30,ZH307,Shenzhen Airlines,Duration: 3h 0m,16:30 - 18:30,"1062 miles, 1709 km",Airbus A320,162,CA 7997 /TG 6463,Meal (none specific),260315_ZH307_16301830,text,True,2026-02-14T16:12:58.568960
15/3/2026,Sunday,BKK,arrival,18:35,FD4121,Thai AirAsia,Duration: 1h 15m,17:20 - 18:35,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_FD4121_17201835,text,True,2026-02-14T16:12:58.809928
15/3/2026,Sunday,BKK,arrival,18:40,EK372,Emirates,Duration: 6h 10m,09:30 - 18:40,"3064 miles, 4930 km",Airbus A380-800 Passenger,510,BT 5811 /QF 8372 /TP 6362,Meal (none specific),260315_EK372_09301840,text,True,2026-02-14T16:12:59.071834
15/3/2026,Sunday,BKK,arrival,18:40,TG216,Thai Airways,Duration: 1h 30m,17:10 - 18:40,"420 miles, 676 km",Airbus A320,156,LY 8412,Meal (none specific),260315_TG216_17101840,text,True,2026-02-14T16:12:59.316518
15/3/2026,Sunday,BKK,arrival,18:40,VZ109,Vietjet Thailand,Duration: 1h 20m,17:20 - 18:40,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_VZ109_17201840,text,True,2026-02-14T16:12:59.563308
15/3/2026,Sunday,BKK,arrival,18:45,EY420,Etihad,Duration: 6h 15m,09:30 - 18:45,"3103 miles, 4993 km",Airbus A321neo,172,PG 4009,Meal (none specific),260315_EY420_09301845,text,True,2026-02-14T16:12:59.811395
15/3/2026,Sunday,BKK,arrival,18:45,PG308,Bangkok Airways,Duration: 1h 0m,17:45 - 18:45,"144 miles, 232 km",ATR 42 / ATR 72,70,AY 6906 /BR 3954 /CI 9738 /EK 4539 /EY 7731 /JL 5994 /KC 1308 /KL 3725 /LH 4635 /LY 8456 /OS 8676 /PR 3721 /QR 4392 /TG 5692 /TK 4502 /WY 5897,Meal (none specific),260315_PG308_17451845,text,True,2026-02-14T16:13:00.076983
15/3/2026,Sunday,BKK,arrival,18:45,SQ714,Singapore Airlines,Duration: 2h 35m,17:10 - 18:45,"884 miles, 1422 km",Boeing 787,337,NZ 3464 /PG 4710 /SK 8021 /VA 5724,Meal (none specific),260315_SQ714_17101845,text,True,2026-02-14T16:13:00.327907
15/3/2026,Sunday,BKK,arrival,18:50,PG296,Bangkok Airways,Duration: 1h 30m,17:20 - 18:50,"406 miles, 653 km",Airbus A319,133,AY 6888 /BA 2197 /BR 3980 /CI 9620 /EK 4509 /EY 7617 /JL 5902 /KL 3741 /LH 4645 /LY 8454 /OS 8710 /PR 3733 /QR 4344 /TG 5646 /VN 3882 /WY 5825,Meal (none specific),260315_PG296_17201850,text,True,2026-02-14T16:13:00.577625
15/3/2026,Sunday,BKK,arrival,18:50,PG214,Bangkok Airways,Duration: 1h 20m,17:30 - 18:50,"254 miles, 409 km",ATR 42 / ATR 72,70,AY 6914 /CI 9614 /EK 4477 /EY 7685 /JL 5912 /KL 3752 /LH 4637 /LY 8458 /OS 8662 /PR 3717 /QR 4348 /TG 5677 /TK 4450,Meal (none specific),260315_PG214_17301850,text,True,2026-02-14T16:13:00.839098
15/3/2026,Sunday,BKK,arrival,18:50,S75703,S7 Airlines,Duration: 9h 55m,08:55 - 18:50,"3033 miles, 4880 km",Boeing 737-800 (winglets) Passenger/BBJ2,176,,Meal (none specific),260315_S75703_08551850,text,True,2026-02-14T16:13:01.091851
15/3/2026,Sunday,BKK,arrival,18:55,CZ8019,China Southern,Duration: 3h 5m,16:50 - 18:55,"1066 miles, 1715 km",Airbus A320neo,166,3U 7007,Meal (none specific),260315_CZ8019_16501855,text,True,2026-02-14T16:13:01.339747
15/3/2026,Sunday,BKK,arrival,18:55,PG164,Bangkok Airways,Duration: 1h 15m,17:40 - 18:55,"290 miles, 467 km",Airbus A319,133,BA 2183 /BR 3910 /CI 9828 /EK 4419 /EY 7628 /KC 1164 /PR 3787 /QR 4405 /SQ 5400 /TG 5955 /TK 4408 /VN 3766 /WY 5852,Meal (none specific),260315_PG164_17401855,text,True,2026-02-14T16:13:01.588019
15/3/2026,Sunday,BKK,arrival,19:00,JQ65,Jetstar,Duration: 9h 0m,13:00 - 19:00,"4536 miles, 7298 km",Boeing 787-8,335,6E 3955 /AY 6438,Meal (none specific),260315_JQ65_13001900,text,True,2026-02-14T16:13:01.834626
15/3/2026,Sunday,BKK,arrival,19:00,TG29,Thai Airways,Duration: 1h 5m,17:55 - 19:00,"298 miles, 479 km",Airbus A320,156,TK 8487,Meal (none specific),260315_TG29_17551900,text,True,2026-02-14T16:13:02.087569
15/3/2026,Sunday,BKK,arrival,19:00,UO702,HK Express,Duration: 3h 5m,16:55 - 19:00,"1055 miles, 1697 km",Airbus A320neo,188,,Meal (none specific),260315_UO702_16551900,text,True,2026-02-14T16:13:02.337627
15/3/2026,Sunday,BKK,arrival,19:00,VZ307,Vietjet Thailand,Duration: 1h 30m,17:30 - 19:00,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_VZ307_17301900,text,True,2026-02-14T16:13:02.600678
15/3/2026,Sunday,BKK,arrival,19:05,HX765,Hong Kong Airlines,Duration: 3h 10m,16:55 - 19:05,"1055 miles, 1697 km",Airbus A320,164,,Meal (none specific),260315_HX765_16551905,text,True,2026-02-14T16:13:02.845769
15/3/2026,Sunday,BKK,arrival,19:05,TR616,Scoot,Duration: 2h 30m,17:35 - 19:05,"884 miles, 1422 km",Boeing 787-9,375,SQ 8616,Meal (none specific),260315_TR616_17351905,text,True,2026-02-14T16:13:03.102148
15/3/2026,Sunday,BKK,arrival,19:05,VJ805,VietJet,Duration: 1h 30m,17:35 - 19:05,"447 miles, 719 km",Airbus A321,214,A1 2805 /W2 4805 /H1 4353,Meal (none specific),260315_VJ805_17351905,text,True,2026-02-14T16:13:03.344568
15/3/2026,Sunday,BKK,arrival,19:20,MH780,Malaysia Airlines,Duration: 2h 15m,18:05 - 19:20,"762 miles, 1226 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,AY 6620 /FY 7484 /PG 4508 /QR 5416 /RJ 3254 /TG 4704,Meal (none specific),260315_MH780_18051920,text,True,2026-02-14T16:13:03.598669
15/3/2026,Sunday,BKK,arrival,19:25,QR826,Qatar Airways,Duration: 6h 35m,08:50 - 19:25,"3299 miles, 5308 km",Boeing 777-300ER,358,WB 1725 /AA 8299 /AS 5718 /B6 6608 /BA 2316 /IB 6332 /J2 6826,Meal (none specific),260315_QR826_08501925,text,True,2026-02-14T16:13:03.854765
15/3/2026,Sunday,BKK,arrival,19:25,TG432,Thai Airways,Duration: 4h 15m,16:10 - 19:25,"1848 miles, 2973 km",Airbus A350-900,327,OZ 9414,Meal (none specific),260315_TG432_16101925,text,True,2026-02-14T16:13:04.107900
15/3/2026,Sunday,BKK,arrival,19:30,JQ29,Jetstar,Duration: 9h 10m,14:20 - 19:30,"4581 miles, 7371 km",Boeing 787-8,335,6E 3975 /AY 6424 /QF 5559,Meal (none specific),260315_JQ29_14201930,text,True,2026-02-14T16:13:04.371030
